"OTU_ID","Mean.blank","All.groups","Group1","taxon"
"MOTU1",5657.85833844328,"Totally.removed","Totally.removed","cellular organisms"
"MOTU103",0.0111496732074924,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU104",17.664199096218,"Totally.removed","Totally.removed","Enopla"
"MOTU1043",0.74260317923797,"Totally.removed","Totally.removed","Scuticociliatia"
"MOTU1052",1.57276841460221,"Totally.removed","Totally.removed","Eukaryota"
"MOTU110",85.8648787444579,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1102",1.77034040743945,"Totally.removed","Totally.removed","Saccharomycetales"
"MOTU1117",0.59141808955479,"Totally.removed","Totally.removed","Echinoidea"
"MOTU1124",0.288988384668818,"Totally.removed","Totally.removed","Oligotrichia"
"MOTU1127",0.131269236248221,"Totally.removed","Totally.removed","Eukaryota"
"MOTU113",0.0662788577881745,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1171",0.667478811073302,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1174",0.771870107434431,"Totally.removed","Totally.removed","Eukaryota"
"MOTU119",335.371020408163,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1198",0.0111496732074924,"Totally.removed","Totally.removed","Pedinellales"
"MOTU1211",0.841909563233854,"Totally.removed","Totally.removed","Eukaryota"
"MOTU122",0.00850677304200901,"Totally.removed","Totally.removed","Stramenopiles"
"MOTU1223",1.82667569417768,"Totally.removed","Totally.removed","Cercozoa"
"MOTU123",61.2684225871156,"Totally.removed","Totally.removed","Eukaryota"
"MOTU126",0.0662788577881745,"Totally.removed","Totally.removed","Filifera"
"MOTU1269",1.18836082373284,"Totally.removed","Totally.removed","Eukaryota"
"MOTU127",0.0111853723912938,"Totally.removed","Totally.removed","Suberitida"
"MOTU128",0.203009092256757,"Totally.removed","Totally.removed","Oligotrichia"
"MOTU1284",0.00912822592292224,"Totally.removed","Totally.removed","Naviculaceae"
"MOTU132",0.00912822592292224,"Totally.removed","Totally.removed","Haplosclerida"
"MOTU1336",0.0662788577881745,"Totally.removed","Totally.removed","Eukaryota"
"MOTU135",0.0229706178361756,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1386",0.144494192334409,"Totally.removed","Totally.removed","Eukaryota"
"MOTU139",0.0662788577881745,"Totally.removed","Totally.removed","Haplosclerida"
"MOTU14",0.049895736727912,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1403",0.0754907334823477,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1405",0.144494192334409,"Totally.removed","Totally.removed","Eukaryota"
"MOTU150",0.510617598903704,"Totally.removed","Totally.removed","Calanoida"
"MOTU155",0.0219863208636045,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1552",0.851560622211084,"Totally.removed","Totally.removed","Chrysophyceae"
"MOTU1556",0.0304384661833512,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU156",350.487319169009,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1566",0.577976769337636,"Totally.removed","Totally.removed","Oligotrichia"
"MOTU157",475.201088239933,"Totally.removed","Totally.removed","Poaceae"
"MOTU158",66.0468092707543,"Totally.removed","Totally.removed","Ulvophyceae"
"MOTU159",0.0093817948473484,"Totally.removed","Totally.removed","Cercozoa"
"MOTU16",0.441891764604152,"Totally.removed","Totally.removed","Saccharomyces cerevisiae"
"MOTU161",12.2417729025118,"Totally.removed","Totally.removed","Bilateria"
"MOTU162",0.144494192334409,"Totally.removed","Totally.removed","Chaetoceros"
"MOTU1628",0.377124039013196,"Totally.removed","Totally.removed","Alternaria"
"MOTU164",62.043765020632,"Totally.removed","Totally.removed","root"
"MOTU1646",0.144494192334409,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1696",0.932509447282458,"Totally.removed","Totally.removed","Eukaryota"
"MOTU173",0.00922032882655165,"Totally.removed","Totally.removed","Haliclona fascigera"
"MOTU1736",0.0136379578060332,"Totally.removed","Totally.removed","Syllidae"
"MOTU175",322.222048905732,"Totally.removed","Totally.removed","Aspergillaceae"
"MOTU177",22.214285868834,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1779",0.0312997192907234,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1784",11.6582039354539,"Totally.removed","Totally.removed","Aspergillus versicolor"
"MOTU1787",0.00756925588300186,"Totally.removed","Totally.removed","Eukaryota"
"MOTU18",845.742828040726,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1812",0.173312024150737,"Totally.removed","Totally.removed","Leucosolenida"
"MOTU1821",0.577976769337636,"Totally.removed","Totally.removed","Oligotrichia"
"MOTU183",0.030934720849928,"Totally.removed","Totally.removed","Podoplea"
"MOTU184",0.0111853723912938,"Totally.removed","Totally.removed","Eukaryota"
"MOTU185",0.0317776367373194,"Totally.removed","Totally.removed","Eukaryota"
"MOTU187",0.0206161580707174,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU188",289.606205487976,"Totally.removed","Totally.removed","Gadus morhua"
"MOTU1890",0.518217635885162,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1896",0.434828055691866,"Totally.removed","Totally.removed","Eukaryota"
"MOTU1897",0.409796314471482,"Totally.removed","Totally.removed","Eukaryota"
"MOTU197",37.6030347683568,"Totally.removed","Totally.removed","Spraguea lophii"
"MOTU201",0.0090311302116107,"Totally.removed","Totally.removed","Oltmannsiellopsis geminata"
"MOTU202",0.00790596464894303,"Totally.removed","Totally.removed","Eukaryota"
"MOTU2076",0.0746103976248566,"Totally.removed","Totally.removed","Eukaryota"
"MOTU212",0.00790596464894303,"Totally.removed","Totally.removed","Harpacticoida"
"MOTU2142",0.395130567425613,"Totally.removed","Totally.removed","Neoptera"
"MOTU2164",0.0138388635969367,"Totally.removed","Totally.removed","Eukaryota"
"MOTU2169",0.200095181945752,"Totally.removed","Totally.removed","Eukaryota"
"MOTU217",0.013237458867502,"Totally.removed","Totally.removed","Euterpina acutifrons"
"MOTU219",22.907702012824,"Totally.removed","Totally.removed","Euthyneura"
"MOTU220",0.299015323419922,"Totally.removed","Totally.removed","Bacillariophyta"
"MOTU2238",0.0123212101990581,"Totally.removed","Totally.removed","Eukaryota"
"MOTU2267",0.098603775417877,"Totally.removed","Totally.removed","Eukaryota"
"MOTU227",0.311959002504994,"Totally.removed","Totally.removed","Eukaryota"
"MOTU2384",0.0662788577881745,"Totally.removed","Totally.removed","Enopla"
"MOTU2389",0.0134833361640399,"Totally.removed","Totally.removed","Eukaryota"
"MOTU239",3.7086842699165,"Totally.removed","Totally.removed","Lophotrochozoa"
"MOTU240",0.463952004517222,"Totally.removed","Totally.removed","Bilateria"
"MOTU242",0.0158052226970245,"Totally.removed","Totally.removed","Gymnodiniales"
"MOTU244",0.0202165026029045,"Totally.removed","Totally.removed","Eukaryota"
"MOTU2525",0.178147634947354,"Totally.removed","Totally.removed","Eukaryota"
"MOTU2542",103.618337205875,"Totally.removed","Totally.removed","Eukaryota"
"MOTU2549",0.144494192334409,"Totally.removed","Totally.removed","Eukaryota"
"MOTU255",0.0662788577881745,"Totally.removed","Totally.removed","Eukaryota"
"MOTU257",0.00998306305912256,"Totally.removed","Totally.removed","Nematoda"
"MOTU2594",0.0557483660374619,"Totally.removed","Totally.removed","Chlorophyta"
"MOTU26",1107.67909461218,"Totally.removed","Totally.removed","Eukaryota"
"MOTU2658",4.57397431956667,"Totally.removed","Totally.removed","Eukaryota"
"MOTU2681",0.00850677304200901,"Totally.removed","Totally.removed","Eukaryota"
"MOTU269",0.0662788577881745,"Totally.removed","Totally.removed","Scolecida"
"MOTU27",0.710313842885382,"Totally.removed","Totally.removed","Ostreidae"
"MOTU270",0.00790596464894303,"Totally.removed","Totally.removed","Nephroselmis"
"MOTU271",0.210773050122584,"Totally.removed","Totally.removed","Lithodesmiaceae"
"MOTU272",1.9713936318493,"Totally.removed","Totally.removed","Lophotrochozoa"
"MOTU273",0.0111853723912938,"Totally.removed","Totally.removed","Cryptophyta"
"MOTU275",12.8329922989919,"Totally.removed","Totally.removed","Eukaryota"
"MOTU276",0.0662788577881745,"Totally.removed","Totally.removed","Hydroidolina"
"MOTU2842",0.0261650883876078,"Totally.removed","Totally.removed","Levanderina"
"MOTU2858",0.0134833361640399,"Totally.removed","Totally.removed","Suberitida"
"MOTU288",0.0111853723912938,"Totally.removed","Totally.removed","Cyclotella"
"MOTU293",0.0186919529822853,"Totally.removed","Totally.removed","cellular organisms"
"MOTU295",0.184967315188566,"Totally.removed","Totally.removed","Bathycoccus prasinos"
"MOTU2952",0.166326821747088,"Totally.removed","Totally.removed","Alveolata"
"MOTU297",4.72874451718257,"Totally.removed","Totally.removed","Eukaryota"
"MOTU298",0.0662788577881745,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU2991",0.754595124971688,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3",65.0366770515997,"Totally.removed","Totally.removed","Calanoida"
"MOTU3032",0.0111853723912938,"Totally.removed","Totally.removed","Haplosclerida"
"MOTU3034",0.591816655008378,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3091",0.144494192334409,"Totally.removed","Totally.removed","Spirotrichea"
"MOTU311",0.00853317949234551,"Totally.removed","Totally.removed","Akashiwo"
"MOTU3137",40.1792442880206,"Totally.removed","Totally.removed","leotiomyceta"
"MOTU314",0.0662788577881745,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3149",0.577976769337636,"Totally.removed","Totally.removed","Gyrodinium dominans"
"MOTU315",0.0662788577881745,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3167",0.267950419731589,"Totally.removed","Totally.removed","Eukaryota"
"MOTU32",446.926688522371,"Totally.removed","Totally.removed","Eukaryota"
"MOTU325",0.00672908807175431,"Totally.removed","Totally.removed","Bacillariophycidae"
"MOTU3281",0.0369636305971744,"Totally.removed","Totally.removed","Eukaryota"
"MOTU33",0.0180622604232214,"Totally.removed","Totally.removed","Ciliophora"
"MOTU331",15.672066978795,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3316",0.0132453009639875,"Totally.removed","Totally.removed","Eukaryota"
"MOTU333",0.00790596464894303,"Totally.removed","Totally.removed","Bigelowiella natans CCMP2755"
"MOTU3333",61.9744900672688,"Totally.removed","Totally.removed","Opisthokonta"
"MOTU3348",0.00850677304200901,"Totally.removed","Totally.removed","cellular organisms"
"MOTU340",0.0142353673928504,"Totally.removed","Totally.removed","Rhodomelaceae"
"MOTU3405",0.689987771147255,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3410",0.00672908807175431,"Totally.removed","Totally.removed","Calanoida"
"MOTU352",0.0132453009639875,"Totally.removed","Totally.removed","Cercozoa"
"MOTU3556",0.00672908807175431,"Totally.removed","Totally.removed","Bacillariophycidae"
"MOTU357",0.00730305780253829,"Totally.removed","Totally.removed","Bacillariophycidae"
"MOTU359",0.0136379578060332,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3684",0.196391384193732,"Totally.removed","Totally.removed","Stylocheiron carinatum"
"MOTU3685",0.126868383371646,"Totally.removed","Totally.removed","Eukaryota"
"MOTU37",0.0343940859967946,"Totally.removed","Totally.removed","Eukaryota"
"MOTU373",10.0390255759992,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3736",0.00850677304200901,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3739",0.151223280406163,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3795",183.928225387109,"Totally.removed","Totally.removed","Eukaryota"
"MOTU382",0.017066358984691,"Totally.removed","Totally.removed","Tintinnida"
"MOTU3846",0.171985138670853,"Totally.removed","Totally.removed","Bacillariophycidae"
"MOTU3888",0.0223707447825877,"Totally.removed","Totally.removed","Bacillariophyta"
"MOTU395",0.017066358984691,"Totally.removed","Totally.removed","Spirotrichea"
"MOTU3966",0.00853317949234551,"Totally.removed","Totally.removed","Eukaryota"
"MOTU397",0.355379358113054,"Totally.removed","Totally.removed","Galeommatoidea"
"MOTU4",1796.11963181987,"Totally.removed","Totally.removed","Eukaryota"
"MOTU40",61.2513911376604,"Totally.removed","Totally.removed","Euheterodonta"
"MOTU401",4.83167248663823,"Totally.removed","Totally.removed","Euthyneura"
"MOTU406",0.00953625512989545,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4070",0.0284707347857009,"Totally.removed","Totally.removed","Eukaryota"
"MOTU420",0.00922032882655165,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4228",0.089197385659939,"Totally.removed","Totally.removed","Eukaryota"
"MOTU425",0.0100269387511036,"Totally.removed","Totally.removed","Dictyochophyceae"
"MOTU426",0.00922032882655165,"Totally.removed","Totally.removed","Eukaryota"
"MOTU43",0.0564492350285471,"Totally.removed","Totally.removed","Zoantharia"
"MOTU4325",0.025520319126027,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4398",0.0093817948473484,"Totally.removed","Totally.removed","Eukaryota"
"MOTU440",0.0111496732074924,"Totally.removed","Totally.removed","Mamiellales"
"MOTU4424",0.0746172142301175,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4444",0.45783659846179,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4493",0.0662788577881745,"Totally.removed","Totally.removed","Eukaryota"
"MOTU45",371.456451396202,"Totally.removed","Totally.removed","Eukaryota"
"MOTU456",0.00853317949234551,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4589",1.39141408308364,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4602",0.026490601927975,"Totally.removed","Totally.removed","Eukaryota"
"MOTU463",4.42549135426155,"Totally.removed","Totally.removed","Eukaryota"
"MOTU465",4.24257661825357,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4747",98.203514181057,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4754",0.594306171808208,"Totally.removed","Totally.removed","Eukaryota"
"MOTU48",0.262744386089962,"Totally.removed","Totally.removed","cellular organisms"
"MOTU491",0.0113661973974162,"Totally.removed","Totally.removed","cellular organisms"
"MOTU499",0.0223707447825877,"Totally.removed","Totally.removed","Geminigera cryophila"
"MOTU4996",0.0181435375562431,"Totally.removed","Totally.removed","Chrysophyceae"
"MOTU50",409.362434844104,"Totally.removed","Totally.removed","Eukaryota"
"MOTU5008",16.1536454108785,"Totally.removed","Totally.removed","cellular organisms"
"MOTU5047",0.119094822588126,"Totally.removed","Totally.removed","Eukaryota"
"MOTU5061",0.0299931039097996,"Totally.removed","Totally.removed","Cymatosiraceae"
"MOTU513",0.0774642301794684,"Totally.removed","Totally.removed","Bacillariophycidae"
"MOTU5134",0.0123212101990581,"Totally.removed","Totally.removed","cellular organisms"
"MOTU5179",0.00953625512989545,"Totally.removed","Totally.removed","Eukaryota"
"MOTU52",205.790824583035,"Totally.removed","Totally.removed","Nematoda"
"MOTU5236",0.107654066091391,"Totally.removed","Totally.removed","Eukaryota"
"MOTU5264",798.868586722192,"Totally.removed","Totally.removed","Eukaryota"
"MOTU5281",0.00730305780253829,"Totally.removed","Totally.removed","Eukaryota"
"MOTU5291",0.0386825222024449,"Totally.removed","Totally.removed","Eukaryota"
"MOTU530",3.29378029502096,"Totally.removed","Totally.removed","Eukaryota"
"MOTU5301",0.00853317949234551,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU5308",0.483708202511774,"Totally.removed","Totally.removed","Eukaryota"
"MOTU5356",0.026490601927975,"Totally.removed","Totally.removed","Eukaryota"
"MOTU5360",0.433482577003227,"Totally.removed","Totally.removed","cellular organisms"
"MOTU54",0.324558402815285,"Totally.removed","Totally.removed","Pseudotontonia simplicidens"
"MOTU5446",0.497524839957455,"Totally.removed","Totally.removed","Lophotrochozoa"
"MOTU5687",0.0655320172750922,"Totally.removed","Totally.removed","Eukaryota"
"MOTU57",0.175471434896775,"Totally.removed","Totally.removed","Haplosclerida"
"MOTU5728",186.055034856552,"Totally.removed","Totally.removed","Eukaryota"
"MOTU583",35.7207418808143,"Totally.removed","Totally.removed","Eukaryota"
"MOTU5917",84.4473797959703,"Totally.removed","Totally.removed","Nematoda"
"MOTU599",0.0193878494859616,"Totally.removed","Totally.removed","Eukaryota"
"MOTU60",0.0275961199227596,"Totally.removed","Totally.removed","Gymnodiniaceae"
"MOTU6022",0.0271154262713217,"Totally.removed","Totally.removed","Chlorophyta"
"MOTU6113",0.0138388635969367,"Totally.removed","Totally.removed","Eukaryota"
"MOTU6124",0.0218440057583641,"Totally.removed","Totally.removed","Eukaryota"
"MOTU6169",0.0142353673928504,"Totally.removed","Totally.removed","Eukaryota"
"MOTU62",0.0441708825753966,"Totally.removed","Totally.removed","Alveolata"
"MOTU6202",0.0136379578060332,"Totally.removed","Totally.removed","Bacillariophycidae"
"MOTU637",18.2024496548393,"Totally.removed","Totally.removed","Eukaryota"
"MOTU6420",0.00850677304200901,"Totally.removed","Totally.removed","Eukaryota"
"MOTU6484",0.12213806375567,"Totally.removed","Totally.removed","Oligotrichia"
"MOTU65",253.719520540539,"Totally.removed","Totally.removed","Eukaryota"
"MOTU652",0.0161952395406685,"Totally.removed","Totally.removed","Eukaryota"
"MOTU6554",0.0136379578060332,"Totally.removed","Totally.removed","Bacillariophycidae"
"MOTU66",0.0576966802171692,"Totally.removed","Totally.removed","Skeletonema"
"MOTU6646",9.90600012524359,"Totally.removed","Totally.removed","Eukaryota"
"MOTU6653",0.673010753036129,"Totally.removed","Totally.removed","Liliopsida"
"MOTU6673",0.0438899115019218,"Totally.removed","Totally.removed","Eukaryota"
"MOTU6709",0.0459412356723511,"Totally.removed","Totally.removed","Eukaryota"
"MOTU6797",0.273242580158962,"Totally.removed","Totally.removed","Protoperidinium"
"MOTU68",0.174219264675776,"Totally.removed","Totally.removed","Eukaryota"
"MOTU69",120.381992289618,"Totally.removed","Totally.removed","Ciliophora"
"MOTU6900",0.00713282190667751,"Totally.removed","Totally.removed","Eukaryota"
"MOTU7",2025.57393725679,"Totally.removed","Totally.removed","Eukaryota"
"MOTU7000",0.0138388635969367,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU7070",0.00922032882655165,"Totally.removed","Totally.removed","Eukaryota"
"MOTU71",0.0099611209578283,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU7119",0.0397359028919625,"Totally.removed","Totally.removed","Eukaryota"
"MOTU7184",0.0111496732074924,"Totally.removed","Totally.removed","Cercozoa"
"MOTU72",0.17356813261506,"Totally.removed","Totally.removed","Eukaryota"
"MOTU7202",0.0261855178924976,"Totally.removed","Totally.removed","Eukaryota"
"MOTU73",0.165706503476806,"Totally.removed","Totally.removed","Scrippsiella trochoidea"
"MOTU7321",0.161236067503925,"Totally.removed","Totally.removed","Eukaryota"
"MOTU74",0.0447414895651754,"Totally.removed","Totally.removed","Strombidium conicum"
"MOTU7488",0.0326418979884822,"Totally.removed","Totally.removed","Eukaryota"
"MOTU75",0.0440070441164666,"Totally.removed","Totally.removed","Pyrenomonadaceae"
"MOTU7533",0.0246424203981163,"Totally.removed","Totally.removed","Lophotrochozoa"
"MOTU7579",0.00853317949234551,"Totally.removed","Totally.removed","Pyramimonas"
"MOTU76",151.54220509112,"Totally.removed","Totally.removed","Eukaryota"
"MOTU77",159.402660854449,"Totally.removed","Totally.removed","Euthyneura"
"MOTU777",2.96071518470104,"Totally.removed","Totally.removed","Eukaryota"
"MOTU78",0.599949125124431,"Totally.removed","Totally.removed","Euthyneura"
"MOTU780",1.40036240390833,"Totally.removed","Totally.removed","Spermatophyta"
"MOTU795",18.9798055493084,"Totally.removed","Totally.removed","Eukaryota"
"MOTU8",3287.87817078972,"Totally.removed","Totally.removed","Eukaryota"
"MOTU80",0.0662788577881745,"Totally.removed","Totally.removed","Chlorophyta"
"MOTU805",0.0662788577881745,"Totally.removed","Totally.removed","Ulvophyceae"
"MOTU81",0.0193878494859616,"Totally.removed","Totally.removed","Eukaryota"
"MOTU811",3.4346565294777,"Totally.removed","Totally.removed","Cryptomonas"
"MOTU812",4.28714650893428,"Totally.removed","Totally.removed","Eukaryota"
"MOTU82",0.0518743114718529,"Totally.removed","Totally.removed","Strombidiidae"
"MOTU825",83.3326748848586,"Totally.removed","Totally.removed","Eukaryota"
"MOTU83",0.0132453009639875,"Totally.removed","Totally.removed","Terebellida"
"MOTU84",0.00922032882655165,"Totally.removed","Totally.removed","Lophotrochozoa"
"MOTU85",0.043467395944737,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU86",2.87064623417971,"Totally.removed","Totally.removed","Eukaryota"
"MOTU865",0.144494192334409,"Totally.removed","Totally.removed","Lecudinidae"
"MOTU867",17.6511063372717,"Totally.removed","Totally.removed","Lecudinidae"
"MOTU9",1270.96955284635,"Totally.removed","Totally.removed","Eukaryota"
"MOTU900",0.0662788577881745,"Totally.removed","Totally.removed","cellular organisms"
"MOTU902",0.0727259448219154,"Totally.removed","Totally.removed","cellular organisms"
"MOTU91",0.0315037973285211,"Totally.removed","Totally.removed","Oligotrichia"
"MOTU910",2.2507259304006,"Totally.removed","Totally.removed","Eukaryota"
"MOTU92",0.0111853723912938,"Totally.removed","Totally.removed","Eukaryota"
"MOTU93",0.00922032882655165,"Totally.removed","Totally.removed","Eukaryota"
"MOTU94",0.0191301705782992,"Totally.removed","Totally.removed","Calanoida"
"MOTU942",4.41832759226107,"Totally.removed","Totally.removed","Eukaryota"
"MOTU953",0.00853317949234551,"Totally.removed","Totally.removed","Eukaryota"
"MOTU96",562.678218549681,"Totally.removed","Totally.removed","Eukaryota"
"MOTU964",0.00644708703374081,"Totally.removed","Totally.removed","Stramenopiles"
"MOTU967",0.00850677304200901,"Totally.removed","Totally.removed","Cercozoa"
"MOTU99",0.0292877504628633,"Totally.removed","Totally.removed","cellular organisms"
"MOTU997",0.144494192334409,"Totally.removed","Totally.removed","Bacillariophyta"
